loan_word;puris_equivalent
assistent;mtedehulper, bystander
assistentie;onderstandt, hulp, bystandt
assisteren;bystaan, raadtgheeven, ondersteunen, helpen
associatie;verzelling, verzelschapping
associëren;verzelschappen
assommeren;doodt slaan, knellen, optellen
assopiëren;stillen, in slaep wieghen, sussen
assumeren;byneemen, annemen, toeneemen
assumtie;byneeming, anneeming, toeneeming
assurantie;verzeekering
assurateur;verzeekeraar
assureren;verzeekeren
astrict;verbonden
astrictie;verbinding
astringent;samentrekkend
astringeren;toeprangen, stoppen, vastmaaken, anknoopen, antrekken, toedringen, samentrekken
astrologie;starrekrachtkunde, starrekijkkunde, starrewaan, starrekijking
astrologist;astrologijn, starrekijker, starrekrachtkenner
astronomie;starrekunde, starreloopkunde
astronomist;starrekonstener
astructie;anbouwing, antimmering, vastmaaking, bevestighing
astruëren;anbouwen, antimmeren, vastmaaken, bevestighen
astutie;schalkheidt, list, doortraptheidt
atheist;ghódtverlaater, ghódtvergheeter, ghódtverloochener, onghódist, ghódtlooze, ghódtverzaaker
atome;ondeelbaar, stófken, veezelken
atreux;fel, vinnigh, bits, ghrimmigh, wreedt
atrociteyt;strafheidt, felligheidt, vinnigheidt, wreedheidt
attache;anhechtsel
attacheren;anhechten
attaqueren;anranden, anrantsen
attedieux;verdrietelijk
attempereren;narichten, vólghen
attenderen;toeluisteren, ophooren, waarneemen, opletten
attent;andachtigh, opmerkend, oplettend
attentaat;pooghing, bestaan, bedrijf, daadelijkheidt
attenteren;onderstaan, pooghen, onderwinden, bedrijven, onderneemen
attentie;toeluistering, andacht, opmerk
attentif;andachtigh, opmerkend, oplettend
attenuëren;verdunnen, verkleinen
attereren;anwrijven, verslijten, vermaalen
atterminatie;uitstelling, tijdtghunning
attermineren;uitstellen
attestatie;ghetuighschrift, betuighing
attesteren;betuighen, tót ghetuighe neemen, ghetuyghenis gheeven
attexeren;anweeven, anvoeghen
attingeren;bereiken, anraaken
attractie;natrekking
attraheren;natrekken
attrapperen;betrappen, achterhaalen
attribuëren;toegheven, toeeighenen, toeschikken, toeschrijven, toevoeghen
attristeren;bedroeven
aubade;uchtendtzang, morghenspel, eerghezang, eerghespel, wekghezang, lauweit
aucteur;maaker, vinder, stichter, schrijver, anraader, vermeerderer, ziet
auctie;vermeerdering, verhooging, verkooping by opslag
auctioneeren;by opslag verkoopen
audacie;stoutheidt
audacieux;stout, onvertzaaghdt
audi;hoor
audientie;ghehoor
auditeur;anhoorer, toehoorer
auditie;verhooring, hooring, toehooring, anhooring
auditorie;ghehoorplaats
aufereren;weghdraaghen, ontdraaghen
aufugeren;ontvlieden
augment;augmentatie, vermeerdering
augmenteren;vermeerderen
augustus;oegstmaandt, arnmaandt
auroor;dagheraadt
auscultatie;toeluistering
ausculteren;luisteren, ghehoor gheven, toeluisteren
austeriteyt;wrangheidt, stuursheidt, barsheidt
autentijk;gheloofwaerdigh, achtbaar door zich, eighengheloofwaerdigh
autentiseren;gheloofwaerdighen, achtbaar maaken
autheur;enz
autheur;stichter, vinder, schrijver, anraader, vermeerderer, maaker
authorisatie;maghtighing, maghtighmaaking
authoriseren;ghezagh gheeven, maghtighen, achtbaar maaken, volmaghten, maghtighmaaken
authoriteyt;ghezagh, gheloofwaerdigheidt, anzienlijkheidt, magthebbing, anzien, achtbaarheidt, overstaan, maght, vermooghen, waerdigheidt
auxiliateur;helper
auxiliatie;hulp, bystandt
auxiliëren;helpen, behulpigh zijn
avance;winst, gewin, voordeel
avancement;voordering, bevoordering
avanceren;voorderen, voortzetten, voordeel
avantageux;voordeeligh
avantagie;voordeel doen
avantgarde;voorhoede, spits van’t leegher
avaritie;ghierigheidt, heblust, hebzucht, vrekheidt
avarye;schadedraaghing
avelleren;uitrukken, ontrukken
aventuur;gheval
aversatie;afkeer, wêerzin
averseren;versmaaden, een afkeer hebben
averteren;afwenden, omkeeren, ontwenden
averye;schadedraaghing
avijs;ghoedtdunken
aviseren;waarschouwen, verwittighen
avoceren;afstemmen, ontraaden, afroepen
avontuur;gheval, gheluk
avontuuren;waaghen
avontuurier;waaghhals
avoy;avoyement, toestemming
avoyeren;avoueren, toestemmen, bevestighen
bacchanalien;slempdaghen, vastenavondt, bacchusdaghen
bacularius;roedraagher, stókkedraagher
bagagie;reistuigh, ghepak
bague;kleinoodt, juweel
baillu;landtvooghdt, landtdróst
bal;jongspel, huppelspel
balade;rijmghedicht, referein
balance;waaghe, weeghschaal, eevenaar
balanceren;weeghen, verghelijken
balcon;uitstek, juk, aarkel, erkel, arkener
ballet;dansspel
balloen;windtbal, bal
balsem;smout, heelsmeer
balsemen;smouten, inlegghen
banderolle;vlagh, vaan
bandijt;balling
bandonneren;vervreemden
baniere;vaan
banqueroutier;bankbreeker, achteruit-vaarer
banquet;suikerghebak, lekkerny, nagherecht
banqueteren;brassen
baptisatie;dooping
baptiseren;doopen, kerstenen, naamgheeven
baptisme;doop
barbaar;woest, rouw, uitheemsch
barbier;baerdtscheerer
baricade;baricave, walghracht, ghracht
baron;vryheer, baanderheer
baronny;vryheerlijkheidt
barriëre;scheiboom, draaiboom
basconter;teeghenghrondtstem
base;ghrondt
baselesmanos;quinkslagh, ghroetzwier oft streek, ghroeting met handtghekus
basement;voetstukken, ghrondtstukken
bassus;ghrondtstem
bastard;onechteling, speelkindt, aterling
bastillie;slót, blókhuis
bastonade;stókslagh
bastoneren;met stókken slaan
bataille;slagh, veldtslagh, scheepsstrijdt, slaghórde
batailleren;oorloghen, veldtslaghen slaan
batement;kluchtspel, klucht
baterye;stórmkat, schietschans
beatifieren;ghelukzaligh maaken, zalighen
beatitude;ghelukzaligheidt
befaamen;vermaardt, berucht maaken
befaaming;beruchtmaaking
befaamt;vermaardt, berucht
beffroy;belfort, slót, landthuis, bespietooren
belliqueux;strijdbaar
benediceren;zeeghenen
benedictie;zeeghen, zeeghening
beneficeren;weldoen, verbeeteren, ghoedtdoen
beneficie;weldaadt, voordeel, prove
benevolent;ghoedtwilligh
benevolentie;ghoedtwilligheidt
benigniteyt;ghoedertierenheidt, gulhartigheidt
bercane;inham
besoigne;werk, beezigheidt
besoigneren;arbeiden, werken
bestiaal;vee, dierlijk, beestelijk
bibliotheque;boekkamer, boekery, boekkas, boekschat, boekvertrek, boekzaal
bienvenu;welkom
bienvenue;welkomst, welkomstmaal
bigamie;dubbelhuwelijk, tweewijfschap
bigarè;ghesprinkeldt
bigareren;onderscheiden, schakkeeren, weerschijnen, tweeschiften
billet;briefken
billion;afghekeurdt
bisschop;opziener
blamatie;eerroovingh, naamschending
blame;naamschending, eervlek, schandtvlek
blameren;eerrooven, naamschenden
blandiatie;ghevley, vleying, liefkoozing
blandiëren;vleyen, liefkoozen, flikflooyen
blasoen;veldtteiken, wapenschildt, zinstaal
blaspematie;ghódtslastering
blasphemateur;ghódtslasterer
blasphemeren;lasteren, verlasteren
blasphemie;laster, lastering, ghódtslastering
blocquade;beschanssing
blocqueren;beschanssen, omringelen
bombardarius;busschieter
bombarde;ghróf gheschut
bombardiëren;busschieten, beschieten
bonjour;ghoeden dagh
bonnet;muts
bordeel;hoerhuis
borduren;naaldwerken, stikken
bottelerie;spijskamer, spinde
bottelier;schafmeester
boucheren;stóppen, sluiten
bouffon;potsemaaker, ghek, nar, speelghek
bougiet;maal, leederen zak
boulevert;bólwerk
bouteille;flessche
brageren;pronken, praalen over straat
braselet;armkeeten, armring
bravade;trótseering, windtbreekery
braveren;trótsen
breche;muurbreuk
bresse;breuk, schaart, stórmghat, stormbreuk
breviatuur;verkortsel
brevier;verkortsel, kortbeghrijp, uittreksel, ghetyboek
breviteit;kortheidt
brigade;bende
brigantijn;roofjacht, roofschip
brigue;kuipery
brigueren;bekuipen, pracchen
brouilleren;verwerren
brusque;stuurs, bars, haastigh, wildt, wuft
brutaal;onbeschóft, beestachtigh
brutaliteyt;beestachtigheidt, onbeschóftheidt
buffet;rechtbank, richtdisch, anrechttafel
buffon;bootsemaaker, speelghek
bybel;verbondtboek, ghodtsdienstboek
caap;roof
cabaret;bradery, herbergh, kroegh
cabinet;gheheimschat, juweelkamer, vertrek, gheheimvertrek
cachet;zeeghel
cacheteren;zeeghelen
cachette;schuilhoek, schuilplaats
cadentie;nederghank, stemvalling, welluiding
cadet;jonger zoon, laastghebooren
caduc;needervalligh, verghanklijk, bouwvalligh
cajoleren;snappen, snateren, snakken
cajoleur;snapper, stoeyer
calamair;pennekoker
calamiteux;elendigh, rampzaligh
calamiteyt;elendigheidt, ghequel, teeghenspoedt
calandrier;daghról, daghreekening
calangie;verklaaghing, optijghing, betichting
calangieren;verklaaghen, optijghen, betichten
calant;koopvriendt
calcinatie;verkalking
calcineren;stóf branden, uitbranden, tót kalk branden, verkalken
calcitratie;afteruitslaaning
calcitreren;afteruitslaan
calculatie;reekening, overreekening
calculeren;reekenen, overslagh maaken, nareekenen, overreekenen
calefaciëren;koesteren, verwarmen, bakeren
calefactie;verwarming
calengeren;verklaaghen, optijghen, betichten
calfatren;lappen, verhandtselen, klutsen
calliditeyt;doortraptheidt, loosheidt
calotte;mutse, leere mutse
calumniateur;lasteraar, eerdief, eerroover
calumnie;laster, lastering, schandtvlek
calumnieren;lasteren, eerrooven, schandtvlekken, faamrooven
calumnieux;lasterachtigh
camin;oven, schouw, schoorsteen
cammeraat;metgesel, spitsbroêr, makker
campagne;veldt, veldtleegher
camperen;veldtleegheren, leegheren
campioen;vechter, voorvechter
camuys;platneuzigh
canaal;waterloop, ghoot, buys, ghroef
canaille;jan rap en zijn maat, ghespuys, ’t ghraauw, samenróttend vólk
cancelleren;te niet doen, uitschrabben, vernietighen, doorschrabben, doorhaalen
cancellery;stadtsboekkamer, briefkamer, schrijfzaal, schrijfboekzaal
cancellier;opperschrijver, verzoekmeester, schriftheer
candeur;oprechtigheidt
canon;reeghel, richtsnoer, reeghelmaat, wet, regelstuk, ghróf gheschut
canonijk;reeghelmaatigh, domheer
canonisatie;heilighing, wying
canoniseren;toeheilighen, inwyen, heylighen
canonneren;schieten, beschieten
canonniere;bosgat, schietgat
canons;canjons, scheenkoussen, halfkoussen
canter;voorzinger, zanger
cantus;bovenzang
capabel;vatbaar, ontfangbaar, bevattelijk, beghrijpigh
capaciteyt;vatbaarheidt, beghrijp
capeau;capelijne, hoedt
capelet;kroon
capellaan;kapbroeder, bypreediker
capen;zeerooven
caper;zeeroofschip, roofschip, ghrijper, roover
capitaal;hoofdtsom, hoofdtzaak, hoofdtschuldt, hoofdtpenningen
capitaal;en capitaalletter, hoofdtletter, ghroote letter
capitaal linie;hoofdtlijn
capiteel;hoofdtstuk
capiteyn;hoofdtman, hópman, bendhoofdt
capittel;hoofdtstuk, ghódtshuis
capitulatie;verdraghstukken, hoofdtstukdeeling
capituleren;verhoofdtstukken, verdeelen
capricie;hoofdigheidt
capricieux;hoofdigh, kóppigh
capriol;kruldans, krulsprong
captatie;bejagh, vatting, achterhaaling
capteren;bejaaghen, vatten, achterhaalen
captie;captiuncle, vatting, ghrijping
captieux;ghrijpigh, vangachtigh, beghrijpelijk
captif;ghevangen
captiveren;vatten, ghrijpen, vangen
caput;hoofdt, hoofdtstuk
carabijn;lichtghewapendt ruiter
caracter;letter, merkteeken, aart, ghesteltenis, merkletter, zinteiken, schrijfbeeldt, print, druksel, boekstaaf, uitghedrukt beeldt
carbonade;roosterghebraadt, roosting, koolghebraadt
careren;missen, ontbeeren
caresse;liefkoozing, onthaal, ghestreel
caresseren;liefkoozen, onthaalen, streelen
cargesoen;bevrachting, meedelaading, vrachtwaar, vrachtlaading
cargo;laading, vracht
cariteyt;duurheidt
carmen;vaers, rijm, ghezang, dicht
carneus;vleischigh
carnier;vleeschhal
carnificeren;scherprichten
carnificine;vleesbank, richtplaats, pijnbank
carongje;pry, kreng
carperen;berispen, bestraffen
carquant;halsbandt, halskeeten, halsghewaadt
carquois;pijlkoker
cartel;uitdaaghbrief, uitdaaghing
carveel;boeyer
cas;geval, gheleeghenheidt
casematte;stórmkat, moordtkuil
casquet;stórmhoedt, helm
cassatie;afschaffing, zakgheeving
casseren;afschaffen, afdanken, breeken, te niet doen
casteel;burgh, slót, vesting, sterkte
castellanus;casteleyn, slótvooghdt
castigatie;tuchting, tuchtighing
castigeren;tuchtighen
castiteyt;kuischeidt
castrametatie;leeghermeeting
castratie;lubbing
castreren;lubben
casuël;toevalligh, by gheval
casus;gheval
catalogus;naamtafel, naamseel, naamlijst
catarrhe;zinking, dróp, zijping, snof
catechiseren;in ’t gheloof onderwijzen
catechismus;mondtleer, gheloofsonderwijzing
categorische antwoordt;antwoordt zonder omweeghen, antwoordt van ja, ófte
cathedra;stoel, ghestoelte
cathedraalkerk;hoofdtkerk
catholijk;alghemeyn
catijf;veracht, vervuildt
causae;hoofdtzaaken
cause;oorzaak, reeden
causeren;veroorzaaken
cauteleux;schalk, leep
cauterie;brandtyzer
cauteriseren;inbranden, brandtmerken, brandtteekenen
cautie;hoede, ghoedtzeeker, borgh, zeekering, bórghtócht, verghoeding
cautionaris;bórgh
cavagliere;katte
caval;paerdt
cavallerye;ruytery
cavallier;ruyter
cavallotier;paerdetuisscher
caveren;verghoeden, zeeker doen, wachten
cavillateur;kaakelaar, knibbelaar, berisper, spótter, schimper, haerkloover
cavillatie;kaakelery, knibbeling, haerkloovery
cavilleren;kaakelen, betatelen, vitsen, knibbelen, snappen, haer klooven
cedent;afstaaner
cederen;wijken, afwijken, afstaan
cedule;brief, schrift
celatie;verberghing
celebratie;ghedenkpleeging, viering, ghrootmaaking
celebreren;ghedenkpleeghen, vieren, onderhouden
celeren;verberghen
celeriteyt;haastigheidt, snelheidt
celsitude;hooghte, hoogheidt
cement;steenkalk
censeren;schatten, achten
censeur;bestraffer, tuchtmeester, schatmeester, waerdeerer
censure;bestraffing, toets
censureren;bestraffen
cent;honderdt
centaurus;paerdtmensch
centener;honderdt pondt
centrum;middelpunt, aspunt
cerebryn;hoofdigh, kóppigh
ceremonie;dienstpleeghing, kerkdienst, kerkghebaar, kerkzeede, kerkghebruik, kerkghewoonte
ceremonieux;dienstplichtigh, kerkghewoonlijk, kerkzeedigh, kerkghebruikigh, kerkghebruikelijk, kerghewoontigh
cerneren;zien, onderscheiden, ziften
ceroon;smeerzalf
certatie;wedstrijdt, wedding, kamp
certein;zeeker, ghewis
certeren;wedstrijden, wedden
certificatie;verzeekering, verzeekerbrief
certificeren;zeeker maaken, verzeekeren, voor de waarheidt verklaaren
certifiëren;verzeekeren
certitude;zeekerheidt, ghewisheidt
ceruis;loodtverf, blanketsel, loodtwit
cessatie;aflaating, ophouding
cesseren;aflaaten, ophouden, eindighen
cessie;afstandt, overgheeving
cessionaris;afstandthouder, die daar ’t bescheidt van afstandt op houdt
changeren;wisselen, verwisselen, verruilen
chaos;verwarde klomp, verwartsel, bayerdt
chapeau;hoedt
character;letter, zinteiken, merkletter, schrijfbeeldt, print, merkteeken, druksel, uytghedrukt beeldt, boekstaaf, aart, ghesteltenis
chargeren;laaden, oplegghen
chargie;anval, last, ampt
charitabel;goedt arms, meêwaarigh, meêdooghende
chariteit;liefde
charlatan;quakzalver
charmeren;betoveren, verlókken
chef;hoofdt, opperhoofdt
chemin couvert;bedekte wegh, loopgraaf
chicaneren;war zoeken, krakkeelen
chicaneur;warrevoghel, haerman, pleiter, krakkeeler, schrobber
chimere;verdichtsel
chimicus;stófscheider, stófbrander
chimie;stófscheidery, stófbrandery, vuurkonst
chirographe;handtschrift
chiromantie;handtkijking, handtkijkkunde, handtkijkery
chiromantis;handtbekijker
chirurgie;wondtheeling, gheneeskonst
chirurgijn;wondtheeler, handtmeester, heelmeester
chocqueren;stooten, omstooten, anstooten
cholera;ghalle, toorn, ghramschap, gheele ghal, ghalzucht, heetbloedigheidt, oploopendheidt
cholerisch;haastigh, ghram, oploopend
choor;rey
chorde;koorde, pees
chronijk;jaarboek, tijdtboek, tijdtschrift
ciborie;ouwelkas
cicatrice;lidtteeken, wondtteeken, quetsteeken, quetsuurmerk
cijfer;talletter, telletter, talmerk
cijferen;reekenen met talletters
cilinder;ziet cylinder
ciment;steenkalk
circul;ring, rondt, kring
circulatie;omghang, omheining, omloop
circuleren;omzwieren, rondomghaan
circumcideren;besnoeyen, rondomsnijden, besnijden
circumcisie;besnoeying, besnijding, besnijdenis
circumdatie;omringing, omheining
circumderen;omringen, omvangen
circumduceren;omleiden, rondomleiden, misleiden, bedrieghen
circumductie;omleiding, misleiding, bedrógh
circumferentie;omghank, omtrek, rondomloop, rondomtrek, kreits, buitenrondt
circumfereren;omdraaghen, omvoeren
circumflecteren;ombuighen, rondtom buighen
circumflectie;ombuighing
circumfluctie;rondomvloeying
circumflueren;omvloeyen, rondomvloeyen
circumjacentie;omligghing
circumjaceren;rondomligghen
circumjectie;rondomwerping
circumjiciëren;rondomwerpen
circumligatie;rondombinding
circumligeren;rondombinden
circumlocutie;omspraak
circumloqueren;omspreeken, omspraak gebruiken
circummuniëren;toerusten, omwallen, omvesten
circummunitie;omwalling, omvesting
circumponeren;omzetten, omstellen, rondomzetten
circumpositie;rondomzetting
circumraderen;omschaaven, rondomschaaven
circumrasie;rondomschaaving
circumscriberen;omschrijven
circumscript;omschreeven
circumscriptie;omschrijving
circumspect;omzightigh
circumspectie;omzicht, voorzicht, toezicht, omzichtigheidt
circumspiciëren;omherzien, rondomzien
circumstantie;omstandigheidt
circumvallatie;omwalling, omschanssing
circumvalleren;omschanssen
circumveniëren;onderghaan, verstrikken
